product_id,title,category,price_usd,rating,reviews,url,description
46,Dell Vostro 15,laptops,488.78,4,14,https://webscraper.io/test-sites/e-commerce/static/product/46,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux"
47,Acer Spin 5,laptops,564.98,2,0,https://webscraper.io/test-sites/e-commerce/static/product/47,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home"
48,Acer Aspire A515-51-5654,laptops,679.0,2,9,https://webscraper.io/test-sites/e-commerce/static/product/48,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG"
49,Dell Inspiron 15,laptops,679.0,2,7,https://webscraper.io/test-sites/e-commerce/static/product/49,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux"
50,Asus VivoBook S14,laptops,729.0,1,2,https://webscraper.io/test-sites/e-commerce/static/product/50,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd"
51,Asus ROG STRIX GL553VD-DM256,laptops,799.0,2,7,https://webscraper.io/test-sites/e-commerce/static/product/51,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS"
52,Acer Nitro 5 AN515-51,laptops,809.0,1,0,https://webscraper.io/test-sites/e-commerce/static/product/52,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home"
53,Asus ROG STRIX GL553VD-DM256,laptops,899.0,1,7,https://webscraper.io/test-sites/e-commerce/static/product/53,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home"
54,Lenovo ThinkPad L570,laptops,999.0,3,11,https://webscraper.io/test-sites/e-commerce/static/product/54,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro"
55,Lenovo Legion Y520-15IKBM,laptops,1149.0,3,11,https://webscraper.io/test-sites/e-commerce/static/product/55,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS"
56,Lenovo Legion Y720,laptops,1399.0,3,8,https://webscraper.io/test-sites/e-commerce/static/product/56,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard"
57,Asus ROG Strix GL702ZC-GC154T,laptops,1769.0,4,7,https://webscraper.io/test-sites/e-commerce/static/product/57,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home"
58,Asus ROG Strix GL702ZC-GC209T,laptops,1769.0,1,8,https://webscraper.io/test-sites/e-commerce/static/product/58,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home"
59,Asus ROG Strix SCAR Edition GL503VM-ED115T,laptops,1799.0,3,8,https://webscraper.io/test-sites/e-commerce/static/product/59,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home"
60,Asus VivoBook X441NA-GA190,laptops,295.99,3,14,https://webscraper.io/test-sites/e-commerce/static/product/60,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd"
61,Prestigio SmartBook 133S Dark Grey,laptops,299.0,2,8,https://webscraper.io/test-sites/e-commerce/static/product/61,"Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam"
62,Prestigio SmartBook 133S Gold,laptops,299.0,4,12,https://webscraper.io/test-sites/e-commerce/static/product/62,"Prestigio SmartBook 133S Gold, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam"
63,Lenovo V110-15IAP,laptops,321.94,3,5,https://webscraper.io/test-sites/e-commerce/static/product/63,"Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
64,Lenovo V110-15IAP,laptops,356.49,2,6,https://webscraper.io/test-sites/e-commerce/static/product/64,"Asus VivoBook 15 X540NA-GQ008T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 500GB, Windows 10 Home, En kbd"
65,Hewlett Packard 250 G6 Dark Ash Silver,laptops,364.46,1,12,https://webscraper.io/test-sites/e-commerce/static/product/65,"Hewlett Packard 250 G6 Dark Ash Silver, 15.6"" HD, Celeron N3060 1.6GHz, 4GB, 128GB SSD, DOS"
66,Acer Aspire 3 A315-31 Black,laptops,372.7,2,2,https://webscraper.io/test-sites/e-commerce/static/product/66,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
67,Acer Aspire A315-31-C33J,laptops,379.94,2,0,https://webscraper.io/test-sites/e-commerce/static/product/67,"Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG"
68,Acer Aspire ES1-572 Black,laptops,379.95,4,9,https://webscraper.io/test-sites/e-commerce/static/product/68,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux"
69,Acer Aspire 3 A315-31 Black,laptops,391.48,4,10,https://webscraper.io/test-sites/e-commerce/static/product/69,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
70,Acer Aspire 3 A315-21,laptops,393.88,3,9,https://webscraper.io/test-sites/e-commerce/static/product/70,"Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux"
71,Asus VivoBook E502NA-GO022T Dark Blue,laptops,399.99,4,3,https://webscraper.io/test-sites/e-commerce/static/product/71,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd"
72,Lenovo ThinkPad E31-80,laptops,404.23,1,12,https://webscraper.io/test-sites/e-commerce/static/product/72,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home"
73,Acer Aspire 3 A315-31 Black,laptops,408.98,4,10,https://webscraper.io/test-sites/e-commerce/static/product/73,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
74,Lenovo V110-15ISK,laptops,409.63,3,9,https://webscraper.io/test-sites/e-commerce/static/product/74,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home"
75,Acer Aspire ES1-732 Black,laptops,410.46,4,14,https://webscraper.io/test-sites/e-commerce/static/product/75,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home"
76,Asus VivoBook 15 X540NA-GQ026T,laptops,410.66,4,4,https://webscraper.io/test-sites/e-commerce/static/product/76,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd"
77,Asus EeeBook R416NA-FA014T,laptops,433.3,1,1,https://webscraper.io/test-sites/e-commerce/static/product/77,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd"
78,Acer Aspire 3 A315-51,laptops,436.29,1,1,https://webscraper.io/test-sites/e-commerce/static/product/78,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home"
79,Acer Aspire ES1-572 Black,laptops,436.29,1,2,https://webscraper.io/test-sites/e-commerce/static/product/79,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home"
80,Acer Extensa 15 (2540) Black,laptops,439.73,4,6,https://webscraper.io/test-sites/e-commerce/static/product/80,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux"
81,Acer Aspire ES1-572 Black,laptops,454.62,1,9,https://webscraper.io/test-sites/e-commerce/static/product/81,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux"
82,Lenovo V110-15ISK,laptops,454.73,2,2,https://webscraper.io/test-sites/e-commerce/static/product/82,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro"
83,Acer Aspire A315-51-33TG,laptops,457.38,3,9,https://webscraper.io/test-sites/e-commerce/static/product/83,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG"
84,Lenovo V110-15IKB,laptops,465.95,1,7,https://webscraper.io/test-sites/e-commerce/static/product/84,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS"
85,Asus VivoBook 15 X540UA-DM260 Chocolate Black,laptops,468.56,3,1,https://webscraper.io/test-sites/e-commerce/static/product/85,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd"
86,Acer Aspire ES1-572 Black,laptops,469.1,3,5,https://webscraper.io/test-sites/e-commerce/static/product/86,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home"
87,Lenovo V510 Black,laptops,484.23,3,8,https://webscraper.io/test-sites/e-commerce/static/product/87,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home"
88,Acer Aspire ES1-572 Black,laptops,485.9,3,6,https://webscraper.io/test-sites/e-commerce/static/product/88,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux"
89,Lenovo V510 Black,laptops,487.8,2,9,https://webscraper.io/test-sites/e-commerce/static/product/89,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home"
90,Acer Swift 1 SF113-31 Silver,laptops,488.64,3,4,https://webscraper.io/test-sites/e-commerce/static/product/90,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home"
91,Acer Aspire 3 A315-51 Black,laptops,494.71,4,2,https://webscraper.io/test-sites/e-commerce/static/product/91,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home"
92,Dell Vostro 15 (3568) Red,laptops,497.17,1,9,https://webscraper.io/test-sites/e-commerce/static/product/92,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux"
93,Lenovo V510 Black,laptops,498.23,3,5,https://webscraper.io/test-sites/e-commerce/static/product/93,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro"
94,Lenovo ThinkPad L460,laptops,1096.02,4,14,https://webscraper.io/test-sites/e-commerce/static/product/94,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro"
95,Dell Inspiron 15 (7567) Black,laptops,1098.42,1,7,https://webscraper.io/test-sites/e-commerce/static/product/95,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home"
96,MSI GL72M 7RDX,laptops,1099.0,4,1,https://webscraper.io/test-sites/e-commerce/static/product/96,"MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home"
97,MSI GL72M 7RDX,laptops,1099.0,1,9,https://webscraper.io/test-sites/e-commerce/static/product/97,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd"
98,Asus ROG Strix GL553VD-DM535T,laptops,1101.83,2,4,https://webscraper.io/test-sites/e-commerce/static/product/98,"Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS"
99,Dell Latitude 5280,laptops,1102.66,1,8,https://webscraper.io/test-sites/e-commerce/static/product/99,"Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro"
100,Dell Latitude 5480,laptops,1110.14,3,4,https://webscraper.io/test-sites/e-commerce/static/product/100,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home"
101,Lenovo Legion Y520-15IKBM,laptops,1112.91,4,1,https://webscraper.io/test-sites/e-commerce/static/product/101,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home"
102,Toshiba Portege Z30-C-16J Grey,laptops,1114.55,1,0,https://webscraper.io/test-sites/e-commerce/static/product/102,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro"
103,Acer Predator Helios 300 (PH317-51),laptops,1123.87,2,1,https://webscraper.io/test-sites/e-commerce/static/product/103,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home"
104,Acer Aspire 7 A715-71G,laptops,1123.87,2,4,https://webscraper.io/test-sites/e-commerce/static/product/104,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home"
105,Dell Inspiron 17 2in1 (7779) Silver,laptops,1124.2,3,10,https://webscraper.io/test-sites/e-commerce/static/product/105,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home"
106,Dell Latitude 5480,laptops,1133.82,4,14,https://webscraper.io/test-sites/e-commerce/static/product/106,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro"
107,Lenovo Legion Y520,laptops,1133.91,1,13,https://webscraper.io/test-sites/e-commerce/static/product/107,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home"
108,Asus AsusPro Advanced BU401LA-FA271G Dark Grey,laptops,1139.54,3,7,https://webscraper.io/test-sites/e-commerce/static/product/108,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG"
109,Acer Nitro 5 AN515-51,laptops,1140.62,3,14,https://webscraper.io/test-sites/e-commerce/static/product/109,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home"
110,Dell Latitude 5480,laptops,1143.4,4,5,https://webscraper.io/test-sites/e-commerce/static/product/110,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro"
111,Dell Inspiron 15 (7567) Black,laptops,1144.2,1,2,https://webscraper.io/test-sites/e-commerce/static/product/111,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home"
112,Dell Latitude 5580,laptops,1144.4,3,10,https://webscraper.io/test-sites/e-commerce/static/product/112,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro"
113,MSI GP62M 7RDX Leopard,laptops,1149.0,1,11,https://webscraper.io/test-sites/e-commerce/static/product/113,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home"
114,Lenovo Yoga 720 Grey,laptops,1149.73,2,12,https://webscraper.io/test-sites/e-commerce/static/product/114,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home"
115,Toshiba Portege Z30-C-16L Grey,laptops,1154.04,1,7,https://webscraper.io/test-sites/e-commerce/static/product/115,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro"
116,Acer TravelMate P645-S-511A Black,laptops,1170.1,1,0,https://webscraper.io/test-sites/e-commerce/static/product/116,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro"
117,Dell Latitude 5580,laptops,1178.19,3,6,https://webscraper.io/test-sites/e-commerce/static/product/117,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home"
118,MSI GS63 7RD Stealth,laptops,1179.0,1,2,https://webscraper.io/test-sites/e-commerce/static/product/118,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home"
119,Dell Latitude 5480,laptops,1187.88,3,5,https://webscraper.io/test-sites/e-commerce/static/product/119,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro"
120,Acer Predator Helios 300 (PH317-51),laptops,1187.98,3,14,https://webscraper.io/test-sites/e-commerce/static/product/120,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home"
121,MSI GL62M 7REX,laptops,1199.0,1,7,https://webscraper.io/test-sites/e-commerce/static/product/121,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home"
122,MSI GL62M 7REX2,laptops,1199.0,2,12,https://webscraper.io/test-sites/e-commerce/static/product/122,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home"
123,Lenovo Yoga 910 Grey,laptops,1199.73,3,7,https://webscraper.io/test-sites/e-commerce/static/product/123,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home"
124,Toshiba Portege X30-D-10J Black/Blue,laptops,1203.41,4,13,https://webscraper.io/test-sites/e-commerce/static/product/124,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro"
125,Lenovo IdeaPad Miix 510 Platinum Silver,laptops,1212.16,4,0,https://webscraper.io/test-sites/e-commerce/static/product/125,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro"
126,Acer Predator Helios 300 (PH317-51),laptops,1221.58,1,9,https://webscraper.io/test-sites/e-commerce/static/product/126,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home"
127,Asus VivoBook Pro 15 N580VN-FI006T Gold Metal,laptops,1235.49,2,10,https://webscraper.io/test-sites/e-commerce/static/product/127,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd"
128,Dell Latitude 5480,laptops,1238.37,2,0,https://webscraper.io/test-sites/e-commerce/static/product/128,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux"
129,Asus ZenBook UX530UX-FY040T Blue,laptops,1239.2,1,14,https://webscraper.io/test-sites/e-commerce/static/product/129,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd"
130,Asus ROG Strix GL753VE-GC096T,laptops,1259.0,4,7,https://webscraper.io/test-sites/e-commerce/static/product/130,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd"
131,"Apple MacBook Air 13""",laptops,1260.13,4,8,https://webscraper.io/test-sites/e-commerce/static/product/131,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG"
132,Dell Latitude 5480,laptops,1271.06,1,13,https://webscraper.io/test-sites/e-commerce/static/product/132,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro"
133,Hewlett Packard Spectre 13-v106na Dark Ash Silver,laptops,1273.11,3,8,https://webscraper.io/test-sites/e-commerce/static/product/133,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home"
134,Toshiba Portege Z30-C-16K Grey,laptops,1294.74,1,6,https://webscraper.io/test-sites/e-commerce/static/product/134,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro"
135,MSI GL62VR 7RFX,laptops,1299.0,3,1,https://webscraper.io/test-sites/e-commerce/static/product/135,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home"
136,Dell Latitude 5480,laptops,1310.39,3,8,https://webscraper.io/test-sites/e-commerce/static/product/136,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro"
137,Hewlett Packard ProBook 640 G3,laptops,1326.83,1,2,https://webscraper.io/test-sites/e-commerce/static/product/137,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro"
138,"Apple MacBook Pro 13"" Space Gray",laptops,1333.0,1,0,https://webscraper.io/test-sites/e-commerce/static/product/138,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG"
139,Dell Latitude 5580,laptops,1337.28,1,6,https://webscraper.io/test-sites/e-commerce/static/product/139,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro"
140,Dell Latitude 5480,laptops,1338.37,2,11,https://webscraper.io/test-sites/e-commerce/static/product/140,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home"
141,Dell Latitude 5580,laptops,1341.22,3,3,https://webscraper.io/test-sites/e-commerce/static/product/141,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux"
142,"Apple MacBook Air 13""",laptops,1347.78,2,11,https://webscraper.io/test-sites/e-commerce/static/product/142,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS"
143,Lenovo ThinkPad T470,laptops,1349.23,1,5,https://webscraper.io/test-sites/e-commerce/static/product/143,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro"
144,Lenovo ThinkPad Yoga 370 Black,laptops,1362.24,2,12,https://webscraper.io/test-sites/e-commerce/static/product/144,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro"
